sku_id,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,cart2buy,browse2buy,click2buy,favor2buy
2,31.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0
18,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
36,58.0,4.0,0.0,0.0,1.0,163.0,0.0,0.0,0.0,0.0
37,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
40,42.0,2.0,2.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0
41,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
43,177.0,1.0,1.0,0.0,2.0,485.0,0.0,0.0,0.0,0.0
45,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
47,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
50,577.0,20.0,13.0,1.0,2.0,1360.0,0.05,0.00173310225303,0.000735294117647,0.5
52,563.0,19.0,13.0,1.0,4.0,1444.0,0.0526315789474,0.00177619893428,0.000692520775623,0.25
58,38.0,2.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0
67,32.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0
68,120.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0
71,13.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
85,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
87,19.0,4.0,0.0,1.0,0.0,74.0,0.25,0.0526315789474,0.0135135135135,1.0
95,249.0,6.0,2.0,1.0,5.0,652.0,0.166666666667,0.00401606425703,0.00153374233129,0.2
124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,17.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
139,15.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0
142,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
149,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
156,3992.0,195.0,72.0,18.0,40.0,10696.0,0.0923076923077,0.00450901803607,0.00168287210172,0.45
163,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
169,2860.0,131.0,73.0,3.0,34.0,7497.0,0.0229007633588,0.00104895104895,0.000400160064026,0.0882352941176
181,23.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
194,15.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
195,12.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
204,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
205,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
206,148.0,10.0,5.0,0.0,2.0,371.0,0.0,0.0,0.0,0.0
211,3194.0,192.0,101.0,23.0,40.0,8474.0,0.119791666667,0.00720100187852,0.00271418456455,0.575
212,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
223,17.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0
227,16.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0
228,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
243,23.0,1.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0
244,48.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0
251,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,8.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0
264,13.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
275,303.0,13.0,4.0,1.0,5.0,730.0,0.0769230769231,0.003300330033,0.0013698630137,0.2
276,3345.0,110.0,45.0,6.0,19.0,8968.0,0.0545454545455,0.00179372197309,0.000669045495094,0.315789473684
279,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
281,2591.0,77.0,25.0,18.0,28.0,6374.0,0.233766233766,0.00694712466229,0.00282397238783,0.642857142857
285,233.0,8.0,6.0,1.0,2.0,633.0,0.125,0.00429184549356,0.00157977883096,0.5
296,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
299,59.0,8.0,3.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0
301,69.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0
309,40.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0
312,317.0,2.0,1.0,0.0,12.0,797.0,0.0,0.0,0.0,0.0
315,110.0,8.0,3.0,0.0,1.0,323.0,0.0,0.0,0.0,0.0
321,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
329,59.0,1.0,1.0,0.0,1.0,158.0,0.0,0.0,0.0,0.0
342,214.0,10.0,4.0,0.0,2.0,591.0,0.0,0.0,0.0,0.0
351,3.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
363,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
369,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
372,4.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
373,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
376,95.0,1.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0
378,323.0,24.0,8.0,0.0,8.0,1052.0,0.0,0.0,0.0,0.0
380,19.0,1.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0
384,444.0,15.0,12.0,0.0,4.0,1131.0,0.0,0.0,0.0,0.0
389,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
392,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
393,13.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
396,25.0,2.0,1.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
401,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
402,165.0,8.0,1.0,0.0,3.0,413.0,0.0,0.0,0.0,0.0
403,11.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0
421,67.0,3.0,2.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0
428,44.0,3.0,1.0,1.0,1.0,117.0,0.333333333333,0.0227272727273,0.00854700854701,1.0
436,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
437,339.0,20.0,11.0,1.0,4.0,880.0,0.05,0.00294985250737,0.00113636363636,0.25
442,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
451,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
457,7.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
465,42.0,2.0,1.0,0.0,1.0,102.0,0.0,0.0,0.0,0.0
476,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
480,33.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,0.0,0.0
487,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
489,242.0,14.0,7.0,1.0,2.0,682.0,0.0714285714286,0.00413223140496,0.00146627565982,0.5
496,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
497,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
499,1719.0,30.0,16.0,1.0,18.0,4306.0,0.0333333333333,0.000581733566027,0.000232234091965,0.0555555555556
502,24.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0
504,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
512,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
524,11.0,0.0,0.0,5.0,0.0,24.0,1.0,0.454545454545,0.208333333333,1.0
537,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
545,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
552,314.0,7.0,7.0,0.0,1.0,837.0,0.0,0.0,0.0,0.0
559,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
561,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
562,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
579,12.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
583,46.0,2.0,1.0,0.0,1.0,129.0,0.0,0.0,0.0,0.0
586,33.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0
589,25.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0
593,21.0,0.0,1.0,0.0,1.0,95.0,0.0,0.0,0.0,0.0
598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
600,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
603,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
609,12.0,1.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0
616,229.0,1.0,1.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0
619,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
630,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
634,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
638,53.0,2.0,4.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0
642,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
646,7799.0,601.0,236.0,115.0,93.0,19480.0,0.191347753744,0.0147454801898,0.00590349075975,1.0
647,7.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
654,14.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0
661,512.0,30.0,11.0,0.0,7.0,1506.0,0.0,0.0,0.0,0.0
663,61.0,5.0,2.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0
666,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
669,63.0,3.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0
676,9.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
677,423.0,31.0,13.0,1.0,4.0,1177.0,0.0322580645161,0.00236406619385,0.000849617672048,0.25
679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,153.0,2.0,1.0,1.0,5.0,339.0,0.5,0.00653594771242,0.00294985250737,0.2
688,7.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
692,197.0,9.0,5.0,0.0,1.0,591.0,0.0,0.0,0.0,0.0
694,30.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0
698,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
700,210.0,3.0,1.0,0.0,1.0,631.0,0.0,0.0,0.0,0.0
728,13.0,1.0,1.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
733,14.0,1.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0
735,23.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0
736,136.0,8.0,1.0,0.0,1.0,318.0,0.0,0.0,0.0,0.0
737,1728.0,137.0,52.0,27.0,17.0,4128.0,0.197080291971,0.015625,0.00654069767442,1.0
740,550.0,19.0,8.0,4.0,5.0,2450.0,0.210526315789,0.00727272727273,0.00163265306122,0.8
745,8.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0
754,79.0,2.0,1.0,0.0,2.0,203.0,0.0,0.0,0.0,0.0
768,108.0,8.0,5.0,0.0,3.0,350.0,0.0,0.0,0.0,0.0
775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,65.0,2.0,1.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0
785,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
789,328.0,44.0,18.0,9.0,7.0,713.0,0.204545454545,0.0274390243902,0.0126227208976,1.0
801,469.0,20.0,7.0,2.0,2.0,1264.0,0.1,0.00426439232409,0.00158227848101,1.0
811,125.0,8.0,3.0,1.0,1.0,325.0,0.125,0.008,0.00307692307692,1.0
817,7.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
818,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
847,6.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
854,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
862,23.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
866,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
880,12.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
886,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
